marketplace,seller_id,order_id,order_line_id,sku,category,quantity,unit_price,gross_amount,commission_rate_expected,commission_charged,logistics_fee,campaign_discount,net_paid,order_date,payout_date,is_return,refund_amount,commission_refund
hepsiburada,1005,500377,500377-1,SKU-25,home,1,1726,1726,0.1,182.6,22,0,1521.4,2026-01-12,2026-01-20,1,1726,0.0
trendyol,1005,500378,500378-2,SKU-91,fashion,1,266,266,0.15,39.9,48,50,128.1,2026-01-22,2026-01-30,0,0,0.0
hepsiburada,1008,500379,500379-1,SKU-88,cosmetics,1,1243,1243,0.1,124.3,33,0,1085.7,2026-02-24,2026-03-06,1,1243,124.3
hepsiburada,1000,500380,500380-3,SKU-25,home,1,1382,1382,0.1,130.2,54,100,1097.8,2026-01-06,2026-01-13,0,0,0.0
trendyol,1010,500381,500381-3,SKU-90,home,3,908,2724,0.1,272.4,59,0,2392.6,2026-03-01,2026-03-08,0,0,0.0
trendyol,1002,500382,500382-1,SKU-71,electronics,3,132,396,0.2,89.2,25,50,231.8,2026-02-19,2026-02-23,0,0,0.0
trendyol,1000,500383,500383-3,SKU-37,home,3,592,1776,0.2,355.2,48,0,1372.8,2026-02-08,2026-02-18,0,0,0.0
hepsiburada,1010,500384,500384-1,SKU-9,home,1,801,801,0.1,72.1,13,50,665.9,2026-01-15,2026-01-20,1,801,80.1
trendyol,1007,500385,500385-1,SKU-92,electronics,1,1298,1298,0.1,129.8,28,50,1090.2,2026-02-02,2026-02-12,1,1298,129.8
hepsiburada,1010,500386,500386-3,SKU-62,fashion,1,280,280,0.1,38.0,19,50,173.0,2026-01-02,2026-01-07,0,0,0.0
trendyol,1000,500387,500387-1,SKU-27,cosmetics,1,846,846,0.15,126.9,53,100,566.1,2026-02-14,2026-02-24,0,0,0.0
trendyol,1010,500388,500388-2,SKU-40,electronics,3,1880,5640,0.1,556.0,43,0,5041.0,2026-01-09,2026-01-12,1,5640,564.0
hepsiburada,1002,500389,500389-1,SKU-97,cosmetics,3,249,747,0.1,74.7,18,0,654.3,2026-02-23,2026-03-04,1,747,74.7
hepsiburada,1007,500390,500390-2,SKU-96,home,3,801,2403,0.2,490.6,32,50,1830.4,2026-02-07,2026-02-17,0,0,0.0
trendyol,1002,500391,500391-3,SKU-79,home,2,1565,3130,0.2,618.0,37,50,2425.0,2026-01-20,2026-01-25,0,0,0.0
trendyol,1008,500392,500392-2,SKU-34,electronics,1,1013,1013,0.2,202.6,53,0,757.4,2026-01-27,2026-02-06,0,0,0.0
trendyol,1007,500393,500393-3,SKU-60,cosmetics,3,1850,5550,0.1,555.0,56,50,4889.0,2026-01-15,2026-01-19,1,5550,0.0
hepsiburada,1005,500394,500394-3,SKU-17,electronics,1,977,977,0.2,195.4,56,0,725.6,2026-03-01,2026-03-04,0,0,0.0
trendyol,1002,500395,500395-1,SKU-53,cosmetics,3,1330,3990,0.1,399.0,47,100,3444.0,2026-02-02,2026-02-08,0,0,0.0
trendyol,1002,500396,500396-1,SKU-82,home,2,1482,2964,0.2,602.8,38,50,2273.2,2026-01-07,2026-01-10,0,0,0.0
trendyol,1006,500397,500397-3,SKU-85,cosmetics,1,527,527,0.2,105.4,43,50,328.6,2026-01-31,2026-02-07,0,0,0.0
hepsiburada,1004,500398,500398-3,SKU-59,cosmetics,1,1415,1415,0.1,133.5,57,0,1224.5,2026-01-08,2026-01-16,1,1415,0.0
hepsiburada,1003,500399,500399-1,SKU-33,cosmetics,2,1768,3536,0.2,707.2,11,0,2817.8,2026-02-18,2026-02-25,1,3536,0.0
hepsiburada,1005,500400,500400-2,SKU-33,fashion,2,1706,3412,0.15,511.8,39,0,2861.2,2026-01-12,2026-01-20,0,0,0.0
hepsiburada,1001,500401,500401-2,SKU-9,fashion,1,131,131,0.2,36.2,36,0,58.8,2026-02-11,2026-02-17,0,0,0.0
hepsiburada,1009,500402,500402-2,SKU-31,cosmetics,2,1154,2308,0.2,453.6,37,0,1817.4,2026-02-22,2026-02-28,0,0,0.0
hepsiburada,1002,500403,500403-2,SKU-17,electronics,3,1513,4539,0.1,463.9,35,100,3940.1,2026-01-13,2026-01-19,0,0,0.0
hepsiburada,1004,500404,500404-3,SKU-42,fashion,1,1825,1825,0.1,192.5,19,50,1563.5,2026-02-20,2026-02-27,0,0,0.0
trendyol,1008,500405,500405-2,SKU-12,home,3,1053,3159,0.15,483.85,34,0,2641.15,2026-01-27,2026-01-31,1,3159,0.0
hepsiburada,1002,500406,500406-2,SKU-6,fashion,3,189,567,0.15,85.05,37,0,444.95,2026-02-26,2026-03-02,0,0,0.0
trendyol,1004,500407,500407-1,SKU-14,fashion,2,556,1112,0.15,166.8,32,50,863.2,2026-01-05,2026-01-14,0,0,0.0
hepsiburada,1006,500408,500408-3,SKU-19,cosmetics,3,1505,4515,0.15,677.25,30,100,3707.75,2026-01-09,2026-01-17,0,0,0.0
trendyol,1007,500409,500409-1,SKU-88,fashion,1,890,890,0.1,99.0,23,0,768.0,2026-02-23,2026-03-05,0,0,0.0
trendyol,1005,500410,500410-3,SKU-48,fashion,1,1637,1637,0.1,155.7,53,0,1428.3,2026-02-28,2026-03-07,0,0,0.0
hepsiburada,1008,500411,500411-1,SKU-57,cosmetics,3,789,2367,0.2,483.4,33,50,1800.6,2026-01-07,2026-01-11,0,0,0.0
trendyol,1002,500412,500412-1,SKU-62,fashion,2,125,250,0.15,29.5,13,50,157.5,2026-01-22,2026-01-29,0,0,0.0
trendyol,1001,500413,500413-1,SKU-97,electronics,3,1917,5751,0.1,575.1,46,100,5029.9,2026-02-27,2026-03-06,1,5751,0.0
trendyol,1009,500414,500414-1,SKU-12,electronics,2,178,356,0.1,35.6,45,100,175.39999999999998,2026-02-09,2026-02-14,0,0,0.0
hepsiburada,1000,500415,500415-3,SKU-85,fashion,3,1282,3846,0.1,384.6,34,50,3377.4,2026-02-22,2026-02-26,0,0,0.0
trendyol,1008,500416,500416-2,SKU-83,home,3,1032,3096,0.1,309.6,15,100,2671.4,2026-02-11,2026-02-15,0,0,0.0
hepsiburada,1007,500417,500417-1,SKU-53,fashion,2,1079,2158,0.1,215.8,54,50,1838.2,2026-01-11,2026-01-19,0,0,0.0
hepsiburada,1006,500418,500418-3,SKU-91,fashion,2,861,1722,0.2,336.4,30,100,1255.6,2026-01-25,2026-02-04,0,0,0.0
trendyol,1003,500419,500419-1,SKU-70,fashion,3,1642,4926,0.1,492.6,48,0,4385.4,2026-02-02,2026-02-12,0,0,0.0
trendyol,1007,500420,500420-3,SKU-66,electronics,2,1251,2502,0.15,375.3,49,0,2077.7,2026-02-10,2026-02-15,0,0,0.0
hepsiburada,1004,500421,500421-2,SKU-87,cosmetics,2,1953,3906,0.1,390.6,50,0,3465.4,2026-02-27,2026-03-06,1,3906,0.0
trendyol,1004,500422,500422-1,SKU-27,electronics,3,1041,3123,0.2,616.6,12,50,2444.4,2026-01-31,2026-02-04,0,0,0.0
trendyol,1007,500423,500423-1,SKU-42,home,2,431,862,0.15,121.30000000000001,14,0,726.7,2026-01-05,2026-01-10,0,0,0.0
hepsiburada,1004,500424,500424-2,SKU-23,cosmetics,2,1418,2836,0.1,283.6,13,100,2439.4,2026-01-28,2026-02-05,0,0,0.0
hepsiburada,1004,500425,500425-3,SKU-25,fashion,1,1676,1676,0.1,167.6,51,0,1457.4,2026-01-07,2026-01-15,0,0,0.0
hepsiburada,1009,500426,500426-3,SKU-46,cosmetics,3,1049,3147,0.2,629.4,16,50,2451.6,2026-01-22,2026-01-26,0,0,0.0
trendyol,1010,500427,500427-2,SKU-16,electronics,1,1454,1454,0.2,290.8,26,50,1087.2,2026-01-05,2026-01-14,0,0,0.0
trendyol,1003,500428,500428-2,SKU-77,fashion,3,268,804,0.1,72.4,20,0,711.6,2026-02-21,2026-02-24,0,0,0.0
trendyol,1006,500429,500429-3,SKU-17,fashion,2,1715,3430,0.15,524.5,38,0,2867.5,2026-01-09,2026-01-19,0,0,0.0
trendyol,1009,500430,500430-2,SKU-42,home,2,1592,3184,0.1,318.4,52,0,2813.6,2026-02-01,2026-02-11,1,3184,318.4
hepsiburada,1009,500431,500431-2,SKU-65,cosmetics,1,147,147,0.1,6.699999999999999,41,0,99.30000000000001,2026-02-07,2026-02-14,0,0,0.0
hepsiburada,1002,500432,500432-2,SKU-96,home,1,788,788,0.1,78.8,50,0,659.2,2026-01-08,2026-01-11,1,788,0.0
trendyol,1008,500433,500433-2,SKU-29,cosmetics,1,1133,1133,0.1,123.3,33,0,976.7,2026-02-18,2026-02-28,1,1133,113.3
hepsiburada,1003,500434,500434-2,SKU-50,electronics,1,1722,1722,0.2,354.4,31,0,1336.6,2026-01-13,2026-01-19,0,0,0.0
trendyol,1010,500435,500435-1,SKU-52,electronics,3,480,1440,0.1,136.0,56,0,1248.0,2026-01-10,2026-01-19,0,0,0.0
hepsiburada,1006,500436,500436-2,SKU-60,home,1,1891,1891,0.15,283.65,58,0,1549.35,2026-02-28,2026-03-10,0,0,0.0
trendyol,1003,500437,500437-1,SKU-57,cosmetics,3,1168,3504,0.2,692.8,23,50,2738.2,2026-01-20,2026-01-30,0,0,0.0
hepsiburada,1003,500438,500438-2,SKU-75,electronics,2,600,1200,0.2,232.0,49,0,919.0,2026-01-30,2026-02-04,1,1200,240.0
hepsiburada,1000,500439,500439-3,SKU-31,fashion,1,325,325,0.1,32.5,55,50,187.5,2026-02-03,2026-02-10,0,0,0.0
trendyol,1009,500440,500440-2,SKU-80,electronics,1,128,128,0.1,4.800000000000001,13,50,60.2,2026-02-15,2026-02-20,1,128,12.8
trendyol,1002,500441,500441-2,SKU-100,cosmetics,1,1404,1404,0.2,290.8,27,0,1086.2,2026-01-10,2026-01-14,1,1404,0.0
trendyol,1002,500442,500442-1,SKU-9,electronics,1,1688,1688,0.15,253.2,47,0,1387.8,2026-02-15,2026-02-18,0,0,0.0
hepsiburada,1008,500443,500443-3,SKU-81,fashion,3,1730,5190,0.2,1038.0,26,0,4126.0,2026-01-26,2026-02-03,0,0,0.0
trendyol,1010,500444,500444-3,SKU-42,electronics,1,1450,1450,0.15,209.5,54,0,1186.5,2026-01-30,2026-02-08,0,0,0.0
hepsiburada,1007,500445,500445-3,SKU-100,electronics,2,566,1132,0.2,226.4,36,0,869.6,2026-02-18,2026-02-25,0,0,0.0
trendyol,1009,500446,500446-2,SKU-51,cosmetics,2,286,572,0.1,57.2,40,0,474.79999999999995,2026-02-26,2026-03-03,0,0,0.0
hepsiburada,1000,500447,500447-1,SKU-42,home,2,1624,3248,0.15,487.2,59,50,2651.8,2026-02-12,2026-02-15,0,0,0.0
trendyol,1000,500448,500448-2,SKU-5,cosmetics,2,1238,2476,0.15,381.4,53,100,1941.6,2026-01-20,2026-01-26,1,2476,0.0
hepsiburada,1006,500449,500449-1,SKU-45,electronics,1,1906,1906,0.15,285.9,13,50,1557.1,2026-02-03,2026-02-13,0,0,0.0
hepsiburada,1004,500450,500450-3,SKU-45,cosmetics,3,703,2109,0.1,202.9,58,0,1848.1,2026-02-11,2026-02-19,0,0,0.0
trendyol,1004,500451,500451-3,SKU-99,fashion,2,1063,2126,0.15,310.9,23,0,1792.1,2026-01-05,2026-01-09,0,0,0.0
trendyol,1002,500452,500452-2,SKU-66,cosmetics,3,1367,4101,0.15,615.15,49,100,3336.85,2026-02-19,2026-02-27,0,0,0.0
hepsiburada,1001,500453,500453-2,SKU-32,electronics,2,418,836,0.2,167.2,22,0,646.8,2026-02-03,2026-02-12,0,0,0.0
hepsiburada,1004,500454,500454-3,SKU-85,cosmetics,1,1373,1373,0.15,197.95,23,0,1152.05,2026-03-02,2026-03-05,1,1373,0.0
hepsiburada,1003,500455,500455-1,SKU-79,home,1,687,687,0.15,103.05,49,0,534.95,2026-01-04,2026-01-08,0,0,0.0
trendyol,1010,500456,500456-1,SKU-53,electronics,3,1079,3237,0.1,323.7,14,0,2899.3,2026-01-28,2026-02-06,0,0,0.0
hepsiburada,1003,500457,500457-1,SKU-43,fashion,1,462,462,0.1,46.2,38,100,277.8,2026-02-20,2026-03-01,0,0,0.0
trendyol,1010,500458,500458-2,SKU-63,electronics,2,299,598,0.2,119.6,40,0,438.4,2026-02-08,2026-02-11,1,598,0.0
trendyol,1009,500459,500459-3,SKU-69,home,1,1261,1261,0.15,189.15,29,0,1042.85,2026-02-19,2026-02-26,0,0,0.0
hepsiburada,1000,500460,500460-1,SKU-52,electronics,2,1030,2060,0.1,206.0,52,0,1802.0,2026-01-26,2026-01-31,0,0,0.0
hepsiburada,1007,500461,500461-2,SKU-7,electronics,2,1899,3798,0.15,569.7,45,100,3083.3,2026-02-13,2026-02-18,0,0,0.0
hepsiburada,1006,500462,500462-1,SKU-97,electronics,1,1675,1675,0.1,167.5,24,0,1483.5,2026-01-18,2026-01-22,0,0,0.0
hepsiburada,1000,500463,500463-2,SKU-55,electronics,3,1784,5352,0.2,1070.4,33,0,4248.6,2026-01-25,2026-01-29,0,0,0.0
hepsiburada,1006,500464,500464-3,SKU-89,cosmetics,2,540,1080,0.1,100.0,55,50,875.0,2026-02-12,2026-02-15,0,0,0.0
hepsiburada,1000,500465,500465-3,SKU-80,electronics,3,1488,4464,0.1,438.4,50,0,3975.6,2026-01-07,2026-01-17,1,4464,446.4
trendyol,1009,500466,500466-3,SKU-58,fashion,1,466,466,0.1,38.6,54,0,373.4,2026-02-07,2026-02-14,0,0,0.0
hepsiburada,1007,500467,500467-3,SKU-99,cosmetics,3,457,1371,0.1,147.1,39,0,1184.9,2026-01-29,2026-02-05,1,1371,137.1
hepsiburada,1003,500468,500468-1,SKU-74,fashion,3,299,897,0.1,81.7,17,0,798.3,2026-02-12,2026-02-21,0,0,0.0
trendyol,1009,500469,500469-3,SKU-97,electronics,3,1477,4431,0.15,674.65,50,50,3656.35,2026-02-19,2026-02-22,1,4431,0.0
trendyol,1009,500470,500470-2,SKU-78,electronics,3,1535,4605,0.15,700.75,41,0,3863.25,2026-01-18,2026-01-27,0,0,0.0
hepsiburada,1006,500471,500471-1,SKU-31,cosmetics,1,1728,1728,0.15,251.2,31,100,1345.8,2026-02-13,2026-02-23,1,1728,0.0
hepsiburada,1002,500472,500472-3,SKU-71,home,2,435,870,0.15,130.5,60,0,679.5,2026-02-27,2026-03-09,1,870,130.5
trendyol,1010,500473,500473-2,SKU-47,home,1,276,276,0.1,27.6,15,100,133.4,2026-02-22,2026-03-04,0,0,0.0
trendyol,1005,500474,500474-1,SKU-28,fashion,1,1940,1940,0.15,301.0,46,100,1493.0,2026-01-21,2026-01-26,1,1940,0.0
hepsiburada,1007,500475,500475-3,SKU-83,cosmetics,2,1504,3008,0.2,601.6,29,50,2327.4,2026-02-05,2026-02-09,0,0,0.0
trendyol,1004,500476,500476-1,SKU-63,home,3,569,1707,0.15,256.05,30,0,1420.95,2026-02-16,2026-02-19,0,0,0.0
hepsiburada,1010,500477,500477-3,SKU-34,home,1,1791,1791,0.1,171.1,22,0,1597.9,2026-01-01,2026-01-06,0,0,0.0
hepsiburada,1003,500478,500478-1,SKU-72,cosmetics,3,864,2592,0.1,259.2,43,0,2289.8,2026-01-31,2026-02-09,1,2592,0.0
trendyol,1008,500479,500479-2,SKU-94,fashion,1,931,931,0.2,186.2,32,50,662.8,2026-02-26,2026-03-01,0,0,0.0
hepsiburada,1006,500480,500480-3,SKU-68,home,1,1286,1286,0.1,128.6,10,0,1147.4,2026-01-24,2026-01-27,0,0,0.0
trendyol,1007,500481,500481-3,SKU-4,cosmetics,3,546,1638,0.1,173.8,44,100,1320.2,2026-02-06,2026-02-09,1,1638,163.8
trendyol,1007,500482,500482-1,SKU-32,electronics,2,140,280,0.2,56.0,57,0,167.0,2026-01-24,2026-01-27,0,0,0.0
trendyol,1008,500483,500483-2,SKU-28,cosmetics,3,1565,4695,0.1,461.5,26,0,4207.5,2026-02-27,2026-03-04,1,4695,469.5
hepsiburada,1005,500484,500484-2,SKU-52,electronics,3,779,2337,0.1,233.7,44,50,2009.3000000000002,2026-01-05,2026-01-13,0,0,0.0
trendyol,1008,500485,500485-3,SKU-43,cosmetics,2,1892,3784,0.1,378.4,22,0,3383.6,2026-01-17,2026-01-20,0,0,0.0
hepsiburada,1006,500486,500486-3,SKU-8,electronics,3,1688,5064,0.2,1012.8,56,50,3945.2,2026-01-07,2026-01-16,0,0,0.0
trendyol,1000,500487,500487-3,SKU-76,electronics,2,1449,2898,0.15,434.7,49,100,2314.3,2026-01-25,2026-02-04,0,0,0.0
trendyol,1005,500488,500488-3,SKU-37,home,3,493,1479,0.15,213.85,17,100,1148.15,2026-01-02,2026-01-10,0,0,0.0
trendyol,1007,500489,500489-1,SKU-42,electronics,1,261,261,0.1,26.1,55,50,129.9,2026-01-28,2026-02-06,0,0,0.0
trendyol,1004,500490,500490-1,SKU-15,home,2,582,1164,0.15,174.6,24,0,965.4,2026-01-21,2026-01-31,0,0,0.0
trendyol,1006,500491,500491-1,SKU-21,fashion,1,103,103,0.2,30.6,53,0,19.400000000000006,2026-02-15,2026-02-21,1,103,20.6
trendyol,1006,500492,500492-3,SKU-97,home,3,483,1449,0.1,154.9,22,50,1222.1,2026-02-27,2026-03-03,0,0,0.0
hepsiburada,1008,500493,500493-1,SKU-100,electronics,2,855,1710,0.1,181.0,16,0,1513.0,2026-01-02,2026-01-06,1,1710,171.0
trendyol,1003,500494,500494-1,SKU-100,home,1,983,983,0.15,147.45,41,100,694.55,2026-01-22,2026-01-25,0,0,0.0
trendyol,1008,500495,500495-3,SKU-84,home,2,1212,2424,0.2,484.8,27,50,1862.2,2026-02-16,2026-02-19,0,0,0.0
trendyol,1000,500496,500496-1,SKU-6,fashion,1,967,967,0.1,96.7,30,0,840.3,2026-01-04,2026-01-07,0,0,0.0
hepsiburada,1010,500497,500497-2,SKU-73,cosmetics,3,631,1893,0.15,283.95,29,0,1580.05,2026-03-02,2026-03-06,0,0,0.0
trendyol,1003,500498,500498-2,SKU-93,home,2,1668,3336,0.2,677.2,13,100,2545.8,2026-01-24,2026-02-02,1,3336,667.2
trendyol,1001,500499,500499-3,SKU-96,home,2,158,316,0.2,55.2,56,50,154.8,2026-01-01,2026-01-06,0,0,0.0
hepsiburada,1006,500500,500500-1,SKU-2,home,3,1241,3723,0.15,558.45,59,0,3105.55,2026-01-15,2026-01-20,1,3723,0.0
hepsiburada,1005,500501,500501-3,SKU-72,fashion,3,375,1125,0.15,168.75,16,0,940.25,2026-03-02,2026-03-05,0,0,0.0
hepsiburada,1001,500502,500502-3,SKU-60,fashion,3,981,2943,0.15,433.45,46,0,2463.55,2026-01-10,2026-01-17,0,0,0.0
trendyol,1006,500503,500503-3,SKU-80,cosmetics,2,721,1442,0.1,154.2,22,0,1265.8,2026-02-17,2026-02-21,0,0,0.0
trendyol,1000,500504,500504-2,SKU-4,electronics,2,712,1424,0.15,213.6,17,100,1093.4,2026-02-01,2026-02-10,0,0,0.0
trendyol,1009,500505,500505-2,SKU-70,home,3,469,1407,0.2,281.4,46,0,1079.6,2026-01-02,2026-01-10,0,0,0.0
trendyol,1007,500506,500506-1,SKU-35,cosmetics,3,1511,4533,0.15,671.95,56,50,3755.05,2026-01-15,2026-01-21,0,0,0.0
trendyol,1001,500507,500507-2,SKU-99,cosmetics,2,532,1064,0.2,212.8,42,0,809.2,2026-01-16,2026-01-21,1,1064,212.8
hepsiburada,1002,500508,500508-3,SKU-5,cosmetics,2,1746,3492,0.1,359.2,53,0,3079.8,2026-02-02,2026-02-05,0,0,0.0
hepsiburada,1002,500509,500509-1,SKU-100,cosmetics,1,1020,1020,0.1,102.0,58,100,760.0,2026-02-25,2026-03-06,0,0,0.0
trendyol,1007,500510,500510-1,SKU-5,electronics,2,1232,2464,0.1,238.4,11,0,2214.6,2026-02-28,2026-03-07,1,2464,0.0
hepsiburada,1004,500511,500511-3,SKU-21,electronics,1,1167,1167,0.15,175.05,53,100,838.95,2026-03-02,2026-03-10,0,0,0.0
hepsiburada,1003,500512,500512-2,SKU-99,electronics,2,897,1794,0.2,350.8,10,0,1433.2,2026-02-21,2026-03-03,0,0,0.0
hepsiburada,1003,500513,500513-1,SKU-44,cosmetics,2,936,1872,0.2,374.4,25,0,1472.6,2026-02-07,2026-02-14,0,0,0.0
trendyol,1008,500514,500514-2,SKU-67,electronics,3,1486,4458,0.1,455.8,31,0,3971.2,2026-03-02,2026-03-12,0,0,0.0
trendyol,1000,500515,500515-1,SKU-35,electronics,1,499,499,0.15,74.85,28,100,296.15,2026-01-06,2026-01-09,0,0,0.0
trendyol,1010,500516,500516-1,SKU-32,cosmetics,2,1891,3782,0.2,766.4,48,0,2967.6,2026-01-21,2026-01-26,0,0,0.0
hepsiburada,1001,500517,500517-1,SKU-24,electronics,1,1480,1480,0.2,306.0,11,0,1163.0,2026-01-02,2026-01-10,0,0,0.0
hepsiburada,1008,500518,500518-3,SKU-77,electronics,2,1600,3200,0.15,472.0,10,100,2618.0,2026-02-18,2026-02-22,1,3200,0.0
trendyol,1010,500519,500519-1,SKU-56,fashion,3,341,1023,0.1,94.3,46,0,882.7,2026-02-05,2026-02-14,0,0,0.0
trendyol,1001,500520,500520-1,SKU-24,electronics,2,762,1524,0.1,152.4,49,0,1322.6,2026-02-21,2026-02-27,0,0,0.0
trendyol,1010,500521,500521-1,SKU-36,fashion,3,1600,4800,0.1,480.0,30,50,4240.0,2026-02-14,2026-02-21,1,4800,0.0
hepsiburada,1008,500522,500522-1,SKU-72,cosmetics,1,1636,1636,0.1,155.6,30,100,1350.4,2026-01-21,2026-01-25,1,1636,163.6
hepsiburada,1001,500523,500523-2,SKU-24,home,3,490,1470,0.2,286.0,44,0,1140.0,2026-02-07,2026-02-11,0,0,0.0
trendyol,1009,500524,500524-3,SKU-50,home,3,541,1623,0.2,324.6,29,100,1169.4,2026-01-16,2026-01-19,0,0,0.0
trendyol,1008,500525,500525-3,SKU-33,home,3,1279,3837,0.2,759.4,16,100,2961.6,2026-01-11,2026-01-15,0,0,0.0
trendyol,1004,500526,500526-2,SKU-15,cosmetics,2,1795,3590,0.2,718.0,41,50,2781.0,2026-01-29,2026-02-02,1,3590,718.0
trendyol,1005,500527,500527-3,SKU-90,fashion,3,1092,3276,0.15,491.4,37,50,2697.6,2026-01-24,2026-01-27,0,0,0.0
hepsiburada,1010,500528,500528-1,SKU-19,cosmetics,2,1960,3920,0.1,392.0,45,0,3483.0,2026-01-11,2026-01-18,0,0,0.0
hepsiburada,1008,500529,500529-2,SKU-25,electronics,2,100,200,0.15,22.0,23,0,155.0,2026-02-26,2026-03-06,0,0,0.0
trendyol,1010,500530,500530-2,SKU-99,cosmetics,3,1078,3234,0.1,323.4,22,50,2838.6,2026-01-14,2026-01-23,0,0,0.0
trendyol,1000,500531,500531-3,SKU-9,electronics,1,1762,1762,0.15,264.3,25,0,1472.7,2026-02-25,2026-03-01,0,0,0.0
trendyol,1000,500532,500532-1,SKU-7,fashion,3,659,1977,0.15,296.55,36,0,1644.45,2026-02-11,2026-02-16,1,1977,0.0
hepsiburada,1009,500533,500533-3,SKU-22,home,3,1389,4167,0.2,833.4,34,0,3299.6,2026-02-16,2026-02-22,0,0,0.0
hepsiburada,1008,500534,500534-1,SKU-27,home,1,782,782,0.1,78.2,51,0,652.8,2026-03-01,2026-03-10,1,782,0.0
hepsiburada,1004,500535,500535-2,SKU-75,home,2,1760,3520,0.2,696.0,32,100,2692.0,2026-01-07,2026-01-11,1,3520,704.0
trendyol,1003,500536,500536-1,SKU-38,electronics,1,1300,1300,0.2,260.0,37,0,1003.0,2026-01-26,2026-01-31,0,0,0.0
trendyol,1007,500537,500537-1,SKU-19,cosmetics,3,1993,5979,0.2,1195.8,53,0,4730.2,2026-01-01,2026-01-11,0,0,0.0
trendyol,1008,500538,500538-2,SKU-81,fashion,2,1078,2156,0.2,431.2,56,0,1668.8,2026-02-27,2026-03-08,0,0,0.0
trendyol,1000,500539,500539-1,SKU-46,electronics,3,1539,4617,0.2,915.4,59,0,3642.6,2026-01-28,2026-02-01,1,4617,923.4
trendyol,1003,500540,500540-1,SKU-50,fashion,1,442,442,0.15,66.3,40,100,235.7,2026-01-28,2026-02-06,0,0,0.0
trendyol,1009,500541,500541-3,SKU-6,cosmetics,3,1168,3504,0.1,360.4,14,0,3129.6,2026-02-11,2026-02-15,0,0,0.0
trendyol,1007,500542,500542-3,SKU-70,electronics,2,1885,3770,0.15,557.5,38,100,3074.5,2026-02-18,2026-02-25,0,0,0.0
trendyol,1010,500543,500543-3,SKU-55,electronics,3,252,756,0.1,75.6,10,0,670.4,2026-02-02,2026-02-10,0,0,0.0
hepsiburada,1009,500544,500544-2,SKU-82,cosmetics,1,1489,1489,0.1,148.9,28,0,1312.1,2026-01-23,2026-02-01,0,0,0.0
hepsiburada,1000,500545,500545-2,SKU-66,electronics,1,874,874,0.1,87.4,58,0,728.6,2026-01-21,2026-01-30,0,0,0.0
hepsiburada,1001,500546,500546-1,SKU-41,fashion,3,763,2289,0.15,353.35,43,0,1892.65,2026-01-20,2026-01-29,0,0,0.0
hepsiburada,1001,500547,500547-2,SKU-89,electronics,1,1784,1784,0.15,277.6,16,0,1490.4,2026-01-11,2026-01-20,1,1784,0.0
hepsiburada,1004,500548,500548-1,SKU-51,fashion,3,150,450,0.1,45.0,48,100,257.0,2026-02-12,2026-02-15,0,0,0.0
trendyol,1007,500549,500549-2,SKU-39,fashion,1,1299,1299,0.15,194.85,53,0,1051.15,2026-01-15,2026-01-23,0,0,0.0
hepsiburada,1010,500550,500550-1,SKU-3,cosmetics,1,557,557,0.15,83.55,41,0,432.45,2026-01-08,2026-01-17,0,0,0.0
trendyol,1005,500551,500551-3,SKU-28,electronics,3,1528,4584,0.15,697.6,36,100,3750.4,2026-01-09,2026-01-18,1,4584,0.0
trendyol,1000,500552,500552-1,SKU-22,electronics,1,546,546,0.2,109.2,55,100,281.8,2026-01-19,2026-01-26,0,0,0.0
trendyol,1005,500553,500553-1,SKU-88,cosmetics,3,327,981,0.2,206.2,22,100,652.8,2026-01-20,2026-01-25,0,0,0.0
trendyol,1006,500554,500554-3,SKU-7,electronics,3,562,1686,0.2,329.2,43,50,1263.8,2026-01-23,2026-02-02,0,0,0.0
trendyol,1010,500555,500555-1,SKU-64,cosmetics,1,289,289,0.15,35.35,53,0,200.65,2026-02-19,2026-02-24,0,0,0.0
hepsiburada,1003,500556,500556-3,SKU-94,fashion,3,294,882,0.2,168.4,30,50,633.6,2026-01-20,2026-01-25,0,0,0.0
hepsiburada,1003,500557,500557-1,SKU-68,home,3,1534,4602,0.1,460.2,46,100,3995.8,2026-01-11,2026-01-21,0,0,0.0
trendyol,1002,500558,500558-1,SKU-85,electronics,2,1998,3996,0.1,399.6,21,100,3475.4,2026-01-14,2026-01-24,0,0,0.0
trendyol,1000,500559,500559-3,SKU-69,fashion,3,1023,3069,0.15,460.35,12,0,2596.65,2026-02-15,2026-02-21,0,0,0.0
trendyol,1005,500560,500560-2,SKU-23,cosmetics,3,602,1806,0.2,353.2,38,50,1364.8,2026-02-15,2026-02-19,0,0,0.0
hepsiburada,1008,500561,500561-2,SKU-100,electronics,2,1462,2924,0.15,438.6,31,100,2354.4,2026-01-12,2026-01-16,1,2924,438.6
trendyol,1006,500562,500562-3,SKU-15,fashion,2,723,1446,0.2,289.2,56,50,1050.8,2026-02-14,2026-02-23,0,0,0.0
hepsiburada,1002,500563,500563-2,SKU-86,home,3,371,1113,0.15,166.95,38,0,908.05,2026-03-02,2026-03-10,0,0,0.0
trendyol,1006,500564,500564-1,SKU-11,cosmetics,3,1107,3321,0.2,664.2,58,100,2498.8,2026-01-14,2026-01-24,0,0,0.0
hepsiburada,1004,500565,500565-3,SKU-75,home,1,1798,1798,0.15,269.7,45,0,1483.3,2026-01-12,2026-01-16,0,0,0.0
